suburb,address,listing_type,property_type,postcode,buy_price,rent_price,bedrooms,bathrooms,carspaces,landsize,year_built,latitude,longitude,features
Moonee Ponds,31 Wordsworth St,rent,house,3039,1345000,2017,4,2,2,313,1910,-37.7709,144.9288,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg North,27 Snapshot Dr,rent,house,3058,1172000,1758,5,3,2,425,2014,-37.7302,144.9816,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,7 Lemon Rd,rent,house,3104,2050000,3075,4,1,1,1138,1950,-37.79284000000001,145.10082,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick,26 MacFarland St,rent,house,3056,1310000,1965,3,1,1,302,1910,-37.76085,144.95834,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Altona North,4 Knapp St,rent,house,3025,781000,1171,3,1,2,533,1970,-37.8291,144.835,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fitzroy North,70 Park St,rent,house,3068,1785000,2677,4,2,1,188,1900,-37.7815,144.9869,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Diamond Creek,37 Brownlow Dr,rent,house,3089,990000,1485,4,3,2,1001,2012,-37.65972,145.159,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,4/55 Regent St,rent,apartment,3072,530000,795,2,1,1,106,1970,-37.7306,144.9993,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Viewbank,9 Rockaway Dr,rent,house,3084,1155000,1732,4,2,3,780,1950,-37.7308,145.0932,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,3 Atkinson St,rent,house,3070,1080000,1620,3,1,1,348,1910,-37.7799,145.011,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,16 Bakers Pde,rent,house,3055,970000,1455,4,3,2,499,1925,-37.7538,144.944,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg North,127 Elizabeth St,rent,house,3058,637000,955,3,1,4,498,1950,-37.7323,144.9833,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heathmont,23 Viviani Cr,rent,house,3135,912000,1368,3,2,2,471,1965,-37.82996,145.24311,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ivanhoe,3 Scotts Pde,rent,house,3079,1720000,2580,4,2,3,631,1935,-37.7771,145.0448,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,12 Thomas St,rent,house,3187,1075000,1612,3,2,2,312,1990,-37.9179,145.0232,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Eltham North,216 Progress Rd,rent,house,3095,890000,1335,4,2,2,786,1980,-37.70257,145.14995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn,1/7 Boston Rd,rent,house,3103,1800000,2700,3,2,2,380,1980,-37.8161,145.0772,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hampton,16 Smith St,rent,house,3188,2600000,3900,5,4,2,1000,1950,-37.9332,145.0226,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hadfield,115 West St,rent,house,3046,700000,1050,4,2,2,700,1950,-37.7056,144.9384,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Eaglemont,20 Glenard Dr,rent,house,3084,2309000,3463,4,3,2,1177,1960,-37.7652,145.0687,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oak Park,126A Winifred St,rent,house,3046,755000,1132,3,2,1,341,2003,-37.7166,144.9104,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,3/117 Gordon St,rent,townhouse,3058,687000,1030,3,1,1,116,1995,-37.7454,144.9487,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Surrey Hills,33 Kingston Rd,rent,house,3127,1785000,2677,3,1,1,516,1910,-37.82372,145.09085,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,109 Derby St,rent,house,3044,970000,1455,4,2,1,535,1920,-37.7282,144.9462,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Lalor,1 Kent Rd,rent,house,3075,600000,900,3,2,2,534,1980,-37.67323,145.03976,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Beaumaris,71 Oak St,rent,house,3193,1470000,2205,2,1,4,633,1960,-37.98489,145.04116000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Eltham North,45 Parry Rd,rent,house,3095,895000,1342,4,3,2,792,1995,-37.68966,145.14649,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine,2 Colin St,rent,house,3020,990000,1485,4,1,6,654,1950,-37.7803,144.8415,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor East,60 Wonganella Dr,rent,house,3033,680000,1020,3,1,2,558,1980,-37.7305,144.8646,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carnegie,22 Neville St,rent,house,3163,1880000,2820,4,2,3,932,1970,-37.8975,145.0478,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon West,53 Clydebank Rd,rent,house,3040,1115000,1672,3,1,1,688,1950,-37.7577,144.8892,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine West,23 Glengala Rd,rent,house,3020,547500,821,3,1,2,603,1950,-37.7891,144.82299999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Thornbury,13 Rayment St,rent,house,3071,891000,1336,3,2,2,199,1999,-37.75948,144.99615,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oakleigh South,4 Cascade St,rent,house,3167,900000,1350,5,2,2,558,1987,-37.9366,145.0954,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,1/247 Keilor Rd,rent,townhouse,3040,750000,1125,3,1,1,253,1997,-37.7397,144.898,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Ashburton,69 Albion Rd,rent,house,3147,1670000,2505,3,2,2,599,1930,-37.8673,145.0688,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Maidstone,14 Howard St,rent,house,3012,773000,1159,4,1,2,333,1970,-37.7893,144.8818,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ringwood East,2/9 Green St,rent,house,3135,710000,1065,3,1,2,314,1989,-37.81953,145.24907,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moorabbin,2 Margaret St,rent,house,3189,1300000,1950,4,3,2,743,1973,-37.9362,145.0442,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kilsyth,47 Churchill Wy,rent,house,3137,710000,1065,3,1,2,837,1960,-37.79682,145.30467,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bundoora,1 Oxford Dr,rent,house,3083,730000,1095,4,2,2,538,1970,-37.7002,145.06517,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,2/19 Glanfield St,rent,apartment,3070,665000,997,2,1,1,120,1975,-37.7715,145.0075,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Maidstone,1/166 Mitchell St,rent,house,3012,673000,1009,3,1,2,285,1910,-37.7813,144.8678,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fairfield,3/18 Gillies St,rent,apartment,3078,730000,1095,2,1,1,116,1985,-37.7818,145.0161,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Mount Waverley,2/36 Swayfield Rd,rent,townhouse,3149,1011000,1516,3,2,2,297,2001,-37.8605,145.12853,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Altona,3/26 Grieve Pde,rent,apartment,3018,510000,765,2,1,1,127,1990,-37.8686,144.8182,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Box Hill,35 Barkly St,rent,house,3128,1760000,2640,3,1,2,689,1920,-37.8262,145.1301,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ashburton,63 Dent St,rent,house,3147,1800000,2700,4,2,4,749,1950,-37.8669,145.077,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Eaglemont,121 The Righi,rent,house,3084,2710000,4065,5,3,2,1001,1930,-37.7605,145.0593,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,2/40 Francesco St,rent,townhouse,3165,970000,1455,3,2,2,267,2000,-37.9176,145.0566,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Watsonia,1 Papua St,rent,house,3087,662000,993,2,1,2,605,1960,-37.7118,145.088,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hillside,3 Sage Cl,rent,house,3037,650500,975,5,2,2,615,2007,-37.68455,144.73272,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn,9/5 Boston Rd,rent,house,3103,1140000,1710,3,2,2,175,1976,-37.8162,145.0771,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glenroy,49 Hubert Av,rent,house,3046,815000,1222,3,1,3,760,1960,-37.70189,144.93294,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bundoora,43 Cheadle Cr,rent,house,3083,999000,1498,5,2,2,627,1991,-37.69264,145.0799,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick,25 Gray St,rent,house,3056,1755000,2632,4,2,1,354,1910,-37.7745,144.9523,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hampton,70 Highett Rd,rent,house,3188,1705000,2557,5,2,2,648,1950,-37.946,145.0181,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Altona North,4 Prismall St,rent,house,3025,988000,1482,3,1,4,715,2008,-37.8423,144.8632,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Rowville,2 Wallingford Pl,rent,house,3178,755000,1132,3,2,2,551,2003,-37.94266,145.24662,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Burwood,61 McCubbin St,rent,house,3125,1390000,2085,4,2,1,627,1950,-37.85374,145.12458999999996,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mount Waverley,34 Park La,rent,house,3149,1586000,2379,3,1,1,718,1955,-37.88061,145.12448999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hampton,41 Grout St,rent,house,3188,2550000,3825,4,2,2,620,1993,-37.93478,145.01156,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick,1/32 Donald St,rent,apartment,3056,587000,880,2,1,1,114,1970,-37.758,144.9667,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Glenroy,45 Cosmos St,rent,house,3046,810000,1215,5,4,4,695,1950,-37.7028,144.9377,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,3/1 Corhampton Rd,rent,house,3104,685000,1027,2,1,1,177,1975,-37.7935,145.0679,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carlton North,989 Drummond St,rent,house,3054,2950000,4425,3,1,2,499,1910,-37.7811,144.9715,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,51 Princess St,rent,house,3101,2460000,3690,4,4,2,737,1910,-37.8042,145.0291,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Caulfield North,75 Normanby Rd,rent,house,3161,1925000,2887,4,2,2,494,1900,-37.87206,145.03512,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Greensborough,5 Cam St,rent,house,3088,817000,1225,3,2,1,610,1970,-37.71437,145.10112,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,25A Beryl St,rent,house,3146,1300000,1950,3,2,2,400,1900,-37.85223,145.08676,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ashburton,16a Nicholas St,rent,house,3147,1100000,1650,3,3,2,276,2004,-37.8699,145.0778,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe Lower,65 Fyfe Dr,rent,house,3107,1421000,2131,4,2,2,650,1980,-37.7694,145.1222,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,35 Belgrave St,rent,house,3058,1285000,1927,3,1,2,579,1930,-37.74482,144.97499,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bayswater,15 Clifford St,rent,house,3153,705000,1057,4,2,4,765,1975,-37.854,145.2565,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mordialloc,1/6 Krone St,rent,townhouse,3195,1170000,1755,4,2,2,312,2004,-38.002,145.08916000000005,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Reservoir,3/18 Bedford St,rent,apartment,3073,350000,525,1,1,2,96,2009,-37.7175,145.0081,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Balwyn,3/12 Brenbeal St,rent,apartment,3103,730000,1095,2,1,1,130,1960,-37.812,145.0876,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Burwood,229 Highbury Rd,rent,house,3125,900000,1350,4,1,4,586,1955,-37.856,145.1196,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Blackburn,1/10 Duckham St,rent,house,3130,880000,1320,3,1,1,335,1960,-37.82876,145.13808999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,6 Carson St,rent,house,3101,3300000,4950,4,3,2,741,1920,-37.81031,145.01955,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Elsternwick,16 Allison Rd,rent,house,3185,1975000,2962,3,2,2,458,1900,-37.88148,145.00538999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,60 Glengyle St,rent,house,3058,1210000,1815,3,1,1,379,1925,-37.7544,144.9764,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,31 Graves St,rent,house,3040,1625000,2437,3,2,1,858,1938,-37.7417,144.8961,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Seaford,18 Catron St,rent,house,3198,870000,1305,4,2,2,771,1965,-38.10052,145.13397,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick,240 Barkly St,rent,house,3056,1275000,1912,3,1,1,406,1900,-37.77655,144.96325,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hadfield,72 Middle St,rent,house,3046,721000,1081,3,1,3,539,1960,-37.7098,144.9446,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fawkner,19 Stanford Cl,rent,house,3060,700500,1050,4,2,2,467,1997,-37.6963,144.9645,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,37 Woodland St,rent,house,3040,1610000,2415,4,2,2,601,2010,-37.7434,144.9256,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oak Park,1 Jacaranda St,rent,house,3046,770000,1155,3,2,2,382,1960,-37.7152,144.9165,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,61 Pardy St,rent,house,3044,940000,1410,3,1,1,559,1955,-37.7327,144.92966,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor East,23 Prospect Dr,rent,house,3033,600000,900,3,1,1,565,1970,-37.7498,144.8585,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hadfield,19 Barbara St,rent,house,3046,550000,825,3,1,3,610,1960,-37.7107,144.9419,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,96 Reynard St,rent,house,3058,845000,1267,3,1,1,221,1980,-37.74800000000001,144.9603,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Eltham,66 Valonia Dr,rent,house,3095,861000,1291,4,2,2,781,1970,-37.71021,145.16651000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Waverley,31 Chapman Bvd,rent,house,3150,1275000,1912,3,2,2,714,1973,-37.88809000000001,145.19011,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Frankston,12 Tantani St,rent,house,3199,506000,759,3,1,4,578,1984,-38.13743,145.16702,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Airport West,33 Green St,rent,house,3042,720000,1080,3,2,2,305,2008,-37.7284,144.8874,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Maribyrnong,28 Blair St,rent,townhouse,3032,440000,660,2,1,2,54,2000,-37.774,144.8797,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Camberwell,2 Hazel St,rent,house,3124,2125000,3187,5,3,2,603,1980,-37.8437,145.069,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,1/25 Gardiner Pde,rent,townhouse,3146,1501000,2251,3,2,2,313,1995,-37.85385,145.06473,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Toorak,11 Church St,rent,townhouse,3142,2700000,4050,3,2,2,294,2010,-37.8503,145.0292,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Templestowe Lower,5 Sophora Ct,rent,house,3107,1138000,1707,3,2,2,706,1970,-37.77185,145.12509,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,21 Beatrice St,rent,house,3146,1665000,2497,3,1,2,685,1941,-37.8538,145.0842,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heidelberg West,15 Derna St,rent,house,3081,740000,1110,3,2,1,627,1960,-37.747,145.0402,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Port Melbourne,380 Ross St,rent,townhouse,3207,1388000,2082,3,2,2,104,2015,-37.83165,144.94411000000005,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Northcote,91 Arthurton Rd,rent,house,3070,1255000,1882,3,2,1,259,1910,-37.7687,144.9922,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Craigieburn,66 Willmott Dr,rent,house,3064,390000,585,3,1,1,301,2001,-37.58739,144.92619,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,1/112 Tambet St,rent,house,3165,742500,1113,2,1,1,300,1960,-37.9099,145.0726,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Croydon,15 Ronald Rd,rent,house,3136,570000,855,2,1,1,312,1994,-37.80752,145.27212,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Lalor,17 Menzies Pde,rent,house,3075,622000,933,3,1,2,575,1970,-37.67146,145.03232,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh,592 Centre Rd,rent,house,3204,1125000,1687,3,1,2,584,1948,-37.9199,145.0477,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh,2/531 South Rd,rent,townhouse,3204,895000,1342,3,2,2,362,1997,-37.9336,145.043,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Bulleen,23 Bourke St,rent,house,3105,1302000,1953,4,2,2,475,1996,-37.765,145.0933,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Niddrie,38 Muriel St,rent,house,3042,1126000,1689,4,2,2,650,1960,-37.7429,144.888,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oak Park,15 Nerissa Gr,rent,house,3046,1300000,1950,4,2,2,866,1960,-37.71979,144.92341000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,4/22 Newcastle St,rent,apartment,3072,485000,727,2,1,1,117,1965,-37.7514,145.0118,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Gladstone Park,91 Carrick Dr,rent,house,3043,755000,1132,3,1,1,935,1975,-37.69744,144.89073,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,9 Derby St,rent,house,3124,2250000,3375,5,5,1,639,2010,-37.8303,145.0668,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bundoora,54 Linacre Dr,rent,house,3083,1505000,2257,5,3,2,659,2015,-37.68591,145.07825,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,3/76 Southernhay St,rent,townhouse,3073,668500,1002,2,2,1,138,2014,-37.72487,145.00705,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Huntingdale,39 Hargreaves St,rent,house,3166,990000,1485,3,1,2,628,1965,-37.90904000000001,145.10903000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Dingley Village,11 Kimber Ct,rent,house,3172,1100000,1650,4,2,2,840,1980,-37.97824,145.12949,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunbury,1 Whitty La,rent,house,3429,436000,654,3,2,2,350,2004,-37.58883,144.70202,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Alphington,3/19 Harker St,rent,apartment,3078,525500,788,2,1,1,88,1960,-37.7791,145.0306,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Bentleigh,43 Godfrey St,rent,house,3204,1900000,2850,5,2,2,567,1926,-37.9144,145.0401,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fairfield,4/224 Arthur St,rent,townhouse,3078,805000,1207,2,1,1,140,2008,-37.7697,145.0203,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Maribyrnong,31 Monash St,rent,house,3032,1030000,1545,4,2,1,573,1925,-37.7844,144.8876,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh,21 Bruce St,rent,house,3204,1535000,2302,3,2,2,572,1930,-37.9148,145.0404,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Armadale,35 Northcote Rd,rent,house,3143,2801000,4201,4,2,2,624,1900,-37.8536,145.0173,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ringwood North,2/22 Avalon Gr,rent,house,3134,755000,1132,3,2,2,306,1997,-37.80384,145.22562,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Port Melbourne,66 Dunstan Pde,rent,house,3207,1915000,2872,4,3,1,323,1935,-37.8371,144.921,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ashwood,58 Ashwood Dr,rent,house,3147,1631000,2446,3,2,3,782,1950,-37.8621,145.1021,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,19 Hanke Rd,rent,house,3108,1450000,2175,3,1,1,638,1970,-37.7912,145.1248,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Truganina,4 Romek Wy,rent,house,3029,451000,676,3,2,2,347,2010,-37.83963,144.71487,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
North Melbourne,41 Chapman St,rent,house,3051,2161000,3241,3,2,1,230,1900,-37.7987,144.9434,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Melton West,7 Haywood Gr,rent,house,3337,600000,900,4,2,2,935,2005,-37.68503,144.54237,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Maribyrnong,21 Mitchell St,rent,house,3032,820000,1230,3,1,4,578,2006,-37.7837,144.8887,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Box Hill,5 Patricia St,rent,house,3128,1170000,1755,3,1,1,755,1920,-37.8264,145.1248,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine West,14 Killeen St,rent,house,3020,470000,705,3,1,1,591,1971,-37.7987,144.8196,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,59 Brewster St,rent,house,3040,1475000,2212,3,1,2,388,1910,-37.7508,144.9163,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Parkdale,36A Warrigal Rd,rent,house,3195,1400000,2100,3,2,2,259,2007,-37.9905,145.06999,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Westmeadows,27 Eyre St,rent,house,3049,800000,1200,3,2,2,898,1985,-37.67823,144.90001999999996,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Box Hill,837 Canterbury Rd,rent,house,3128,857000,1285,3,1,1,492,1930,-37.8283,145.1195,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Richmond,288 Church St,rent,house,3121,1555000,2332,3,2,1,189,1900,-37.82,144.9987,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hawthorn,7 Brook St,rent,house,3122,2000000,3000,3,2,1,460,1940,-37.8155,145.019,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,21 Radnor St,rent,house,3124,2110000,3165,4,1,3,572,1910,-37.8411,145.062,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Windsor,3/11 Lincoln Pl,rent,house,3181,1177000,1765,2,2,2,521,2000,-37.8543,144.9939,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Epping,59 Greenfields Dr,rent,house,3076,940000,1410,4,3,2,508,2012,-37.62693,145.01563000000004,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,82 Price St,rent,house,3040,1226000,1839,3,1,3,533,1955,-37.7462,144.8953,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Gowanbrae,7 Adelaide Bvd,rent,house,3043,990000,1485,4,2,2,702,2003,-37.7071,144.8989,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Avondale Heights,63 Doyle St,rent,house,3034,642000,963,3,1,1,590,1960,-37.7567,144.8572,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Briar Hill,77 Karingal Dr,rent,house,3088,1030000,1545,4,3,3,1061,1960,-37.70591,145.13005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,2/11 Peace St,rent,house,3146,1425000,2137,3,2,2,217,2006,-37.8639,145.0641,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,2/2 Roberts St,rent,house,3040,960000,1440,3,2,1,411,1990,-37.7544,144.8986,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Altona,22 Fenfield St,rent,house,3018,678000,1017,3,1,2,606,1950,-37.8608,144.8124,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
